Date;Name;ISIN;MarketCap;ESGScore;ESGGrade;EconomicSector;Index;RebalanceDate;HoldingPeriodEnd;Eligible;PortfolioSide;ESGRankWithinSide;Weight_RP;RP_NumAssets
2023-01-01;CHARLES SCHWAB ORD;US8085131055;155000000000.0;43.7;C+;Financials;SP100;2023-01-02;2023-12-29;True;Bottom;4;0.08314999363927329;10
2023-01-01;ORACLE SYS ORD;US68389X1054;220000000000.0;48.33;C+;Technology;SP100;2023-01-02;2023-12-29;True;Bottom;5;0.09728523556500575;10
2023-01-01;PROCTERGAMBLE ORD;US7427181091;359000000000.0;57.6;B-;Consumer Non-Cyclicals;SP100;2023-01-02;2023-12-29;True;Bottom;6;0.14511911802234334;10
2023-01-01;EXELON CORP ORD;US30161N1019;42959467957.0;57.82;B-;Utilities;SP100;2023-01-02;2023-12-29;True;Bottom;7;0.116829733548951;10
2023-01-01;BOOKING HOLDINGS ORD;US09857L1089;78171477849.0;58.06;B-;Consumer Cyclicals;SP100;2023-01-02;2023-12-29;True;Bottom;8;0.07189593675944778;10
2023-01-01;T-MOBILE US INC;US8725901040;174000000000.0;58.6;B;Technology;SP100;2023-01-02;2023-12-29;True;Bottom;9;0.10430727327461094;10
2023-01-01;SOUTHERN ORD;US8425871071;77742126647.0;62.71;B;Utilities;SP100;2023-01-02;2023-12-29;True;Bottom;10;0.1372745967857051;10
2023-01-01;MICROSOFT-T ORD;US5949181045;1790000000000.0;92.74;A+;Technology;SP100;2023-01-02;2023-12-29;True;Top;1;0.07585508215754307;10
2023-01-01;WALGREENS BOOTS ALLIANCE INC;US9314271084;32223132777.0;91.87;A+;Consumer Non-Cyclicals;SP100;2023-01-02;2023-12-29;True;Top;2;0.0763024129110245;10
2023-01-01;DOW INC ORD;US2605571031;35462429565.0;91.72;A+;Basic Materials;SP100;2023-01-02;2023-12-29;True;Top;3;0.08723849838110988;10
2023-01-01;COLGATE-PALMOLIVE CO ORD;US1941621039;65806527606.0;91.44;A;Consumer Non-Cyclicals;SP100;2023-01-02;2023-12-29;True;Top;4;0.11367104163946809;10
2023-01-01;3M ORD;US88579Y1010;55419173156.0;91.35;A;Consumer Non-Cyclicals;SP100;2023-01-02;2023-12-29;True;Top;5;0.08647621395411183;10
2023-01-01;JOHNSON&JOHNSON ORD;US4781601046;462000000000.0;89.88;A;Healthcare;SP100;2023-01-02;2023-12-29;True;Top;6;0.14409869391019683;10
2023-01-01;ALTRIA GROUP ORD;US02209S1033;81920210369.0;88.86;A;Consumer Non-Cyclicals;SP100;2023-01-02;2023-12-29;True;Top;7;0.11054625127099033;10
2023-01-01;CVS HEALTH CORP;US1266501006;122000000000.0;88.13;A;Healthcare;SP100;2023-01-02;2023-12-29;True;Top;8;0.09133834712975378;10
2023-01-01;PEPSICO U ORD;US7134481081;249000000000.0;87.75;A;Consumer Non-Cyclicals;SP100;2023-01-02;2023-12-29;True;Top;9;0.11278863978443009;10
2023-01-01;PHILLIP MORRIS ORD;US7181721090;157000000000.0;87.74;A;Consumer Non-Cyclicals;SP100;2023-01-02;2023-12-29;True;Top;10;0.10168481886137157;10
2024-01-01;BERKSHIRE HATHWAY CL B ORD;US0846707026;777000000000.0;29.34;C-;Consumer Non-Cyclicals;SP100;2024-01-02;2024-12-31;True;Bottom;1;0.13080506021941896;10
2024-01-01;NETFLIX ORD;US64110L1061;213000000000.0;38.93;C;Technology;SP100;2024-01-02;2024-12-31;True;Bottom;2;0.06967788915743113;10
2024-01-01;CHARTER COMMUNICATIONS INC(NEW);US16119P1084;57493656762.0;40.17;C;Technology;SP100;2024-01-02;2024-12-31;True;Bottom;3;0.06575254589188546;10
2024-01-01;ORACLE SYS ORD;US68389X1054;290000000000.0;47.14;C+;Technology;SP100;2024-01-02;2024-12-31;True;Bottom;4;0.08117629692690928;10
2024-01-01;PROCTERGAMBLE ORD;US7427181091;345000000000.0;54.58;B-;Consumer Non-Cyclicals;SP100;2024-01-02;2024-12-31;True;Bottom;5;0.15525437741686005;10
2024-01-01;BOOKING HOLDINGS ORD;US09857L1089;124000000000.0;54.83;B-;Consumer Cyclicals;SP100;2024-01-02;2024-12-31;True;Bottom;6;0.09726458001347257;10
2024-01-01;CHARLES SCHWAB ORD;US8085131055;125000000000.0;54.91;B-;Financials;SP100;2024-01-02;2024-12-31;True;Bottom;7;0.0584759474226852;10
2024-01-01;SOUTHERN ORD;US8425871071;76474228752.0;57.01;B-;Utilities;SP100;2024-01-02;2024-12-31;True;Bottom;8;0.12564615034527885;10
2024-01-01;T-MOBILE US INC;US8725901040;185000000000.0;58.35;B;Technology;SP100;2024-01-02;2024-12-31;True;Bottom;9;0.13737073121504415;10
2024-01-01;SIMON PROPERTY GROUP REIT;US8288061091;46535930990.0;60.56;B;Real Estate;SP100;2024-01-02;2024-12-31;True;Bottom;10;0.0785764213910143;10
2024-01-01;COLGATE-PALMOLIVE CO ORD;US1941621039;65631002765.0;91.05;A;Consumer Non-Cyclicals;SP100;2024-01-02;2024-12-31;True;Top;1;0.1545984045255666;10
2024-01-01;INTEL-T ORD;US4581401001;212000000000.0;90.48;A;Technology;SP100;2024-01-02;2024-12-31;True;Top;2;0.06531585387384932;10
2024-01-01;ALTRIA GROUP ORD;US02209S1033;71347206829.0;89.34;A;Consumer Non-Cyclicals;SP100;2024-01-02;2024-12-31;True;Top;3;0.11977833015916282;10
2024-01-01;MICROSOFT-T ORD;US5949181045;2790000000000.0;89.0;A;Technology;SP100;2024-01-02;2024-12-31;True;Top;4;0.11425306915457788;10
2024-01-01;3M ORD;US88579Y1010;50481622072.0;88.98;A;Consumer Non-Cyclicals;SP100;2024-01-02;2024-12-31;True;Top;5;0.06632543290430012;10
2024-01-01;BK OF AMERICA CO ORD;US0605051046;266000000000.0;87.85;A;Financials;SP100;2024-01-02;2024-12-31;True;Top;6;0.06736147051486097;10
2024-01-01;JOHNSON&JOHNSON ORD;US4781601046;377000000000.0;87.55;A;Healthcare;SP100;2024-01-02;2024-12-31;True;Top;7;0.1460097095033687;10
2024-01-01;PHILLIP MORRIS ORD;US7181721090;146000000000.0;87.3;A;Consumer Non-Cyclicals;SP100;2024-01-02;2024-12-31;True;Top;8;0.11755794796587368;10
2024-01-01;THE GOLDMAN SACHS GROUP ORD;US38141G1040;126000000000.0;86.74;A;Financials;SP100;2024-01-02;2024-12-31;True;Top;9;0.07435682572300262;10
2024-01-01;CITIGROUP ORD;US1729674242;98450086634.0;86.6;A;Financials;SP100;2024-01-02;2024-12-31;True;Top;10;0.07444295567543734;10
