Date;Constituent Name;ISIN;Market Cap;ESG Score;ESG Grade;Economic Sector
01.01.2023;CAPITAL ONE FINANCIAL ORD;US14040H1059;35482699253;74.62;B+;Financials
01.01.2023;TARGET ORD;US87612E1064;68604615516;83.5;A;Consumer Cyclicals
01.01.2023;META PLATFORMS ORD A;US30303M1027;3.16E+11;67.49;B+;Technology
01.01.2023;GENERAL ELECTRIC ORD;US3696043013;56978618112;80.09;A-;Industrials
01.01.2023;GENERAL MOTORS ORD;US37045V1008;47792239915;78.18;A-;Consumer Cyclicals
01.01.2023;THE GOLDMAN SACHS GROUP ORD;US38141G1040;1.16E+11;85.92;A;Financials
01.01.2023;T-MOBILE US INC;US8725901040;1.74E+11;58.6;B;Technology
01.01.2023;AMERICAN TOWER CL A REIT;US03027X1000;98643203052;80.24;A-;Real Estate
01.01.2023;HONEYWELL INTL ORD;US4385161066;1.36E+11;82.35;A-;Consumer Non-Cyclicals
01.01.2023;AMAZON.COM INC ORD;US0231351067;8.57E+11;78.46;A-;Consumer Cyclicals
01.01.2023;SOUTHERN ORD;US8425871071;77742126647;62.71;B;Utilities
01.01.2023;CVS HEALTH CORP;US1266501006;1.22E+11;88.13;A;Healthcare
01.01.2023;ALLERGAN PLC;IE00BY9D5467;NULL;67.01;B+;Healthcare
01.01.2023;EMERSON ELECTRIC ORD;US2910111044;56809884000;67.93;B+;Industrials
01.01.2023;UNITED PARCEL SERVICE-CL B ORD;US9113121068;1.50E+11;69.24;B+;Industrials
01.01.2023;PEPSICO U ORD;US7134481081;2.49E+11;87.75;A;Consumer Non-Cyclicals
01.01.2023;CATERPILLAR ORD;US1491231015;1.25E+11;81.3;A-;Industrials
01.01.2023;METLIFE ORD;US59156R1086;56781951056;67.38;B+;Financials
01.01.2023;PFIZER ORD;US7170811035;2.88E+11;80.37;A-;Healthcare
01.01.2023;ACCENTURE PLC-A ORD;IE00B4BNMY34;1.76E+11;80.77;A-;Technology
01.01.2023;THERMO FISHER SCIENTIFIC ORD;US8835561023;2.16E+11;71.68;B+;Healthcare
01.01.2023;MICROSOFT-T ORD;US5949181045;1.79E+12;92.74;A+;Technology
01.01.2023;DOW INC ORD;US2605571031;35462429565;91.72;A+;Basic Materials
01.01.2023;3M ORD;US88579Y1010;55419173156;91.35;A;Consumer Non-Cyclicals
01.01.2023;CHARTER COMMUNICATIONS INC(NEW);US16119P1084;52788470487;36.34;C;Technology
01.01.2023;SALESFORCE INC ORD;US79466L3024;1.33E+11;65.09;B;Technology
01.01.2023;PROCTERGAMBLE ORD;US7427181091;3.59E+11;57.6;B-;Consumer Non-Cyclicals
01.01.2023;SIMON PROPERTY GROUP REIT;US8288061091;40285468464;69.37;B+;Real Estate
01.01.2023;STARBUCKS-T ORD;US8552441094;1.14E+11;73.06;B+;Consumer Cyclicals
01.01.2023;JPMORGAN CHASE ORD;US46625H1005;3.93E+11;83.15;A-;Financials
01.01.2023;MASTERCARD ORD;US57636Q1040;3.34E+11;76.47;A-;Technology
01.01.2023;TEXAS INSTRUMENTS ORD;US8825081040;1.50E+11;74.63;B+;Technology
01.01.2023;COMCAST ORD;US20030N1019;1.42E+11;63.53;B;Technology
01.01.2023;WALGREENS BOOTS ALLIANCE INC;US9314271084;32223132777;91.87;A+;Consumer Non-Cyclicals
01.01.2023;COLGATE-PALMOLIVE CO ORD;US1941621039;65806527606;91.44;A;Consumer Non-Cyclicals
01.01.2023;AMERICAN INTERNATIONAL GROUP ORD;US0268747849;46986055832;67.55;B+;Financials
01.01.2023;BRISTOL-MYERS SQUIBB ORD;US1101221083;1.53E+11;78.93;A-;Healthcare
01.01.2023;VISA INCORPORATION ORD;US92826C8394;4.28E+11;70.89;B+;Industrials
01.01.2023;FEDEX ORD;US31428X1063;43715184648;74.8;B+;Industrials
01.01.2023;NETFLIX ORD;US64110L1061;1.31E+11;28.12;C-;Technology
01.01.2023;UNITEDHEALTH GRP ORD;US91324P1021;4.95E+11;78.91;A-;Healthcare
01.01.2023;NEXTERA ENERGY ORD;US65339F1012;1.66E+11;78.81;A-;Utilities
01.01.2023;BANK OF NEW YORK MELLON ORD;US0640581007;36792905600;72.84;B+;Financials
01.01.2023;ADVANCED MICRO DEVICES ORD;US0079031078;1.04E+11;73.14;B+;Technology
01.01.2023;INTEL-T ORD;US4581401001;1.09E+11;85.24;A;Technology
01.01.2023;MEDTRONIC PLC;IE00BTN1Y115;1.03E+11;68.7;B+;Healthcare
01.01.2023;INTL BUSINESS MACHINES CORP ORD;US4592001014;1.27E+11;73.72;B+;Technology
01.01.2023;ADOBE INC ORD;US00724F1012;1.56E+11;75.56;A-;Technology
01.01.2023;WALMART INC ORD;US9311421039;3.82E+11;82.91;A-;Consumer Non-Cyclicals
01.01.2023;WELLS FARGO ORD;US9497461015;1.57E+11;71.37;B+;Financials
01.01.2023;COCA-COLA ORD;US1912161007;2.75E+11;79.88;A-;Consumer Non-Cyclicals
01.01.2023;ALTRIA GROUP ORD;US02209S1033;81920210369;88.86;A;Consumer Non-Cyclicals
01.01.2023;CITIGROUP ORD;US1729674242;87603855039;86.9;A;Financials
01.01.2023;NVIDIA ORD;US67066G1040;3.60E+11;77.37;A-;Technology
01.01.2023;BOOKING HOLDINGS ORD;US09857L1089;78171477849;58.06;B-;Consumer Cyclicals
01.01.2023;BERKSHIRE HATHWAY CL B ORD;US0846707026;6.82E+11;25.41;C-;Consumer Non-Cyclicals
01.01.2023;AMGEN-T ORD;US0311621009;1.40E+11;76.63;A-;Healthcare
01.01.2023;FORD MOTOR ORD;US3453708600;43867534725;74.62;B+;Consumer Cyclicals
01.01.2023;LOWE'S COS INC ORD;US5486611073;1.20E+11;78.32;A-;Consumer Cyclicals
01.01.2023;MERCK & CO INC ORD;US58933Y1055;2.81E+11;75.86;A-;Healthcare
01.01.2023;PHILLIP MORRIS ORD;US7181721090;1.57E+11;87.74;A;Consumer Non-Cyclicals
01.01.2023;DUKE ENERGY ORD;US26441C2044;79308764888;69.25;B+;Utilities
01.01.2023;US ORD;US9029733048;66733851701;63.56;B;Financials
01.01.2023;ORACLE SYS ORD;US68389X1054;2.20E+11;48.33;C+;Technology
01.01.2023;MORGAN STANLEY ORD;US6174464486;1.44E+11;66.08;B;Financials
01.01.2023;ALPHABET INC-CL C ORD;US02079K1079;1.15E+12;79.2;A-;Technology
01.01.2023;NIKE INC -CL B ORD;US6541061031;1.81E+11;76.8;A-;Consumer Cyclicals
01.01.2023;AMERICAN EXPRESS ORD;US0258161092;1.10E+11;69.97;B+;Financials
01.01.2023;DANAHER ORD;US2358511028;1.71E+11;78.25;A-;Healthcare
01.01.2023;PAYPAL HOLDINGS ORD SHS WHEN ISSUED;US70450Y1038;81192775073;80.31;A-;Industrials
01.01.2023;RAYTHEON TECHNOLOGIES CORPORD;US75513E1010;1.48E+11;64.91;B;Industrials
01.01.2023;CHARLES SCHWAB ORD;US8085131055;1.55E+11;43.7;C+;Financials
01.01.2023;AT&T ORD;US00206R1023;1.31E+11;80.23;A-;Technology
01.01.2023;BK OF AMERICA CO ORD;US0605051046;2.66E+11;83.63;A;Financials
01.01.2023;LOCKHEED MARTIN ORD;US5398301094;1.27E+11;68.83;B+;Industrials
01.01.2023;VERIZON COMMUNICATIONS ORD;US92343V1044;1.65E+11;68.25;B+;Technology
01.01.2023;TESLA ORD;US88160R1014;3.89E+11;70.29;B+;Consumer Cyclicals
01.01.2023;ABBVIE ORD SHS;US00287Y1091;2.86E+11;73.5;B+;Healthcare
01.01.2023;GILEAD SCIENCES ORD;US3755581036;1.08E+11;83.56;A;Healthcare
01.01.2023;EXELON CORP ORD;US30161N1019;42959467957;57.82;B-;Utilities
01.01.2023;MCDONALD'S ORD;US5801351017;1.93E+11;66.75;B+;Consumer Cyclicals
01.01.2023;APPLE ORD;US0378331005;2.07E+12;82.27;A-;Technology
01.01.2023;LILLY ORD;US5324571083;3.48E+11;65.03;B;Healthcare
01.01.2024;EXXON ORD;US30231G1022;4.00E+11;64.05;B;Energy
01.01.2024;GENERAL DYNAMICS ORD;US3695501086;70863127636;69.21;B+;Industrials
01.01.2024;ABBOTT LABS ORD;US0028241000;1.91E+11;83.33;A-;Healthcare
01.01.2024;COSTCO WHOLESALE ORD;US22160K1051;2.93E+11;69.3;B+;Consumer Cyclicals
01.01.2024;CHEVRON TEXACO ORD;US1667641005;2.81E+11;65.65;B;Energy
01.01.2024;THE KRAFT HEINZ COMPANY;US5007541064;45357400904;75.4;A-;Consumer Non-Cyclicals
01.01.2024;HOME DEPOT ORD;US4370761029;3.45E+11;68.58;B+;Consumer Cyclicals
01.01.2024;BLACKROCK ORD;US09290D1019;1.21E+11;78.5;A-;Financials
01.01.2024;BROADCOM LIMITED ORD;US11135F1012;5.23E+11;70.11;B+;Technology
01.01.2024;MONDELEZ INTERNATIONAL INC;US6092071058;98569667222;81.72;A-;Consumer Non-Cyclicals
01.01.2024;JOHNSON&JOHNSON ORD;US4781601046;3.77E+11;87.55;A;Healthcare
01.01.2024;QUALCOMM ORD;US7475251036;1.62E+11;77;A-;Technology
01.01.2024;UNION PACIFIC U ORD;US9078181081;1.50E+11;76.26;A-;Industrials
01.01.2024;BOEING U ORD;US0970231058;1.58E+11;79.6;A-;Industrials
01.01.2024;CONOCOPHILLIPS ORD;US20825C1045;1.38E+11;63.12;B;Energy
01.01.2024;CISCO-T ORD;US17275R1023;2.05E+11;85.74;A;Technology
01.01.2024;ALPHABET INC-CL A ORD;US02079K3059;1.76E+12;81.73;A-;Technology
01.01.2024;WALT DISNEY ORD;US2546871060;1.65E+11;70.57;B+;Consumer Cyclicals
01.01.2024;CAPITAL ONE FINANCIAL ORD;US14040H1059;49936628614;74.13;B+;Financials
01.01.2024;TARGET ORD;US87612E1064;65749873556;83.48;A;Consumer Cyclicals
01.01.2024;META PLATFORMS ORD A;US30303M1027;9.10E+11;60.87;B;Technology
01.01.2024;GENERAL ELECTRIC ORD;US3696043013;1.11E+11;82.81;A-;Industrials
01.01.2024;GENERAL MOTORS ORD;US37045V1008;49191764920;75.88;A-;Consumer Cyclicals
01.01.2024;THE GOLDMAN SACHS GROUP ORD;US38141G1040;1.26E+11;86.74;A;Financials
01.01.2024;T-MOBILE US INC;US8725901040;1.85E+11;58.35;B;Technology
01.01.2024;AMERICAN TOWER CL A REIT;US03027X1000;1.01E+11;84.86;A;Real Estate
01.01.2024;HONEYWELL INTL ORD;US4385161066;1.30E+11;80.63;A-;Consumer Non-Cyclicals
01.01.2024;AMAZON.COM INC ORD;US0231351067;1.57E+12;82.04;A-;Consumer Cyclicals
01.01.2024;SOUTHERN ORD;US8425871071;76474228752;57.01;B-;Utilities
01.01.2024;CVS HEALTH CORP;US1266501006;1.02E+11;85.21;A;Healthcare
01.01.2024;ALLERGAN PLC;IE00BY9D5467;NULL;67.01;B+;Healthcare
01.01.2024;EMERSON ELECTRIC ORD;US2910111044;55626398606;75.09;A-;Industrials
01.01.2024;UNITED PARCEL SERVICE-CL B ORD;US9113121068;1.34E+11;65.62;B;Industrials
01.01.2024;DEERE ORD;US2441991054;1.12E+11;81.97;A-;Industrials
01.01.2024;PEPSICO U ORD;US7134481081;2.34E+11;83.67;A;Consumer Non-Cyclicals
01.01.2024;CATERPILLAR ORD;US1491231015;1.51E+11;78.79;A-;Industrials
01.01.2024;METLIFE ORD;US59156R1086;48948779844;61.1;B;Financials
01.01.2024;PFIZER ORD;US7170811035;1.63E+11;77.19;A-;Healthcare
01.01.2024;ACCENTURE PLC-A ORD;IE00B4BNMY34;2.34E+11;81.76;A-;Technology
01.01.2024;THERMO FISHER SCIENTIFIC ORD;US8835561023;2.05E+11;71.35;B+;Healthcare
01.01.2024;MICROSOFT-T ORD;US5949181045;2.79E+12;89;A;Technology
01.01.2024;DOW INC ORD;US2605571031;38464611809;85.11;A;Basic Materials
01.01.2024;3M ORD;US88579Y1010;50481622072;88.98;A;Consumer Non-Cyclicals
01.01.2024;CHARTER COMMUNICATIONS INC(NEW);US16119P1084;57493656762;40.17;C;Technology
01.01.2024;SALESFORCE INC ORD;US79466L3024;2.55E+11;61.6;B;Technology
01.01.2024;PROCTERGAMBLE ORD;US7427181091;3.45E+11;54.58;B-;Consumer Non-Cyclicals
01.01.2024;SIMON PROPERTY GROUP REIT;US8288061091;46535930990;60.56;B;Real Estate
01.01.2024;STARBUCKS-T ORD;US8552441094;1.09E+11;77.82;A-;Consumer Cyclicals
01.01.2024;JPMORGAN CHASE ORD;US46625H1005;4.92E+11;79.01;A-;Financials
01.01.2024;MASTERCARD ORD;US57636Q1040;4.00E+11;72.71;B+;Technology
01.01.2024;TEXAS INSTRUMENTS ORD;US8825081040;1.55E+11;64.46;B;Technology
01.01.2024;COMCAST ORD;US20030N1019;1.65E+11;69.48;B+;Technology
01.01.2024;COLGATE-PALMOLIVE CO ORD;US1941621039;65631002765;91.05;A;Consumer Non-Cyclicals
01.01.2024;AMERICAN INTERNATIONAL GROUP ORD;US0268747849;47563233238;72.71;B+;Financials
01.01.2024;BRISTOL-MYERS SQUIBB ORD;US1101221083;1.04E+11;71.62;B+;Healthcare
01.01.2024;VISA INCORPORATION ORD;US92826C8394;5.23E+11;67.71;B+;Industrials
01.01.2024;FEDEX ORD;US31428X1063;63215317868;73.95;B+;Industrials
01.01.2024;NETFLIX ORD;US64110L1061;2.13E+11;38.93;C;Technology
01.01.2024;UNITEDHEALTH GRP ORD;US91324P1021;4.87E+11;76.13;A-;Healthcare
01.01.2024;NEXTERA ENERGY ORD;US65339F1012;1.25E+11;69.03;B+;Utilities
01.01.2024;BANK OF NEW YORK MELLON ORD;US0640581007;40030264120;85.25;A;Financials
01.01.2024;ADVANCED MICRO DEVICES ORD;US0079031078;2.38E+11;70.22;B+;Technology
01.01.2024;INTEL-T ORD;US4581401001;2.12E+11;90.48;A;Technology
01.01.2024;MEDTRONIC PLC;IE00BTN1Y115;1.10E+11;74.56;B+;Healthcare
01.01.2024;LINDE PLC ORD;IE000S9YS762;1.99E+11;87.27;A;Basic Materials
01.01.2024;INTL BUSINESS MACHINES CORP ORD;US4592001014;1.49E+11;73.88;B+;Technology
01.01.2024;ADOBE INC ORD;US00724F1012;2.72E+11;70.74;B+;Technology
01.01.2024;WALMART INC ORD;US9311421039;4.24E+11;80.92;A-;Consumer Non-Cyclicals
01.01.2024;WELLS FARGO ORD;US9497461015;1.79E+11;71.79;B+;Financials
01.01.2024;COCA-COLA ORD;US1912161007;2.55E+11;70.19;B+;Consumer Non-Cyclicals
01.01.2024;ALTRIA GROUP ORD;US02209S1033;71347206829;89.34;A;Consumer Non-Cyclicals
01.01.2024;CITIGROUP ORD;US1729674242;98450086634;86.6;A;Financials
01.01.2024;NVIDIA ORD;US67066G1040;1.22E+12;76.52;A-;Technology
01.01.2024;BOOKING HOLDINGS ORD;US09857L1089;1.24E+11;54.83;B-;Consumer Cyclicals
01.01.2024;BERKSHIRE HATHWAY CL B ORD;US0846707026;7.77E+11;29.34;C-;Consumer Non-Cyclicals
01.01.2024;AMGEN-T ORD;US0311621009;1.54E+11;78.58;A-;Healthcare
01.01.2024;FORD MOTOR ORD;US3453708600;48096718462;75.17;A-;Consumer Cyclicals
01.01.2024;LOWE'S COS INC ORD;US5486611073;1.28E+11;75.29;A-;Consumer Cyclicals
01.01.2024;MERCK & CO INC ORD;US58933Y1055;2.76E+11;77.48;A-;Healthcare
01.01.2024;PHILLIP MORRIS ORD;US7181721090;1.46E+11;87.3;A;Consumer Non-Cyclicals
01.01.2024;DUKE ENERGY ORD;US26441C2044;74789866085;68.08;B+;Utilities
01.01.2024;US ORD;US9029733048;67387496932;65.78;B;Financials
01.01.2024;ORACLE SYS ORD;US68389X1054;2.90E+11;47.14;C+;Technology
01.01.2024;MORGAN STANLEY ORD;US6174464486;1.53E+11;69.14;B+;Financials
01.01.2024;ALPHABET INC-CL C ORD;US02079K1079;1.76E+12;81.73;A-;Technology
01.01.2024;NIKE INC -CL B ORD;US6541061031;1.64E+11;72.93;B+;Consumer Cyclicals
01.01.2024;AMERICAN EXPRESS ORD;US0258161092;1.37E+11;66.54;B;Financials
01.01.2024;DANAHER ORD;US2358511028;1.71E+11;80.69;A-;Healthcare
01.01.2024;PAYPAL HOLDINGS ORD SHS WHEN ISSUED;US70450Y1038;66208591156;78;A-;Industrials
01.01.2024;RAYTHEON TECHNOLOGIES CORPORD;US75513E1010;1.21E+11;74.01;B+;Industrials
01.01.2024;CHARLES SCHWAB ORD;US8085131055;1.25E+11;54.91;B-;Financials
01.01.2024;AT&T ORD;US00206R1023;1.20E+11;81.58;A-;Technology
01.01.2024;BK OF AMERICA CO ORD;US0605051046;2.66E+11;87.85;A;Financials
01.01.2024;LOCKHEED MARTIN ORD;US5398301094;1.12E+11;74.8;B+;Industrials
01.01.2024;VERIZON COMMUNICATIONS ORD;US92343V1044;1.58E+11;68.63;B+;Technology
01.01.2024;TESLA ORD;US88160R1014;7.90E+11;72.06;B+;Consumer Cyclicals
01.01.2024;ABBVIE ORD SHS;US00287Y1091;2.74E+11;71.16;B+;Healthcare
01.01.2024;GILEAD SCIENCES ORD;US3755581036;1.01E+11;83.22;A-;Healthcare
01.01.2024;EXELON CORP ORD;US30161N1019;35736203234;67.72;B+;Utilities
01.01.2024;MCDONALD'S ORD;US5801351017;2.15E+11;66.1;B;Consumer Cyclicals
01.01.2024;APPLE ORD;US0378331005;2.99E+12;77.36;A-;Technology
01.01.2024;LILLY ORD;US5324571083;5.53E+11;64.9;B;Healthcare
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
